Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
1989,1,11,00:00,UTC,-1,29,-1.3,-0.2,-1.9
1989,1,12,00:00,UTC,0.1,29,1,2.2,-2.5
1989,1,13,00:00,UTC,4.2,27,1.4,2,0.6
1989,1,14,00:00,UTC,6.3,26,1.1,1.4,0.5
1989,1,15,00:00,UTC,7.9,27,2.6,4.4,0.5
1989,1,16,00:00,UTC,0,26,3.5,5.1,0.7
1989,1,17,00:00,UTC,0.1,25,3,5.5,-0.1
1989,1,18,00:00,UTC,-1,25,-0.1,2.7,-2.1
1989,1,19,00:00,UTC,0.1,25,-2.4,1.6,-7.2
1989,1,20,00:00,UTC,-1,24,2.4,4,1.1
1989,1,21,00:00,UTC,3.1,23,1.1,2.2,-0.2
1989,1,22,00:00,UTC,0.5,22,1.3,2.3,0.8
1989,1,23,00:00,UTC,-1,20,-0.9,1.3,-1.6
1989,1,24,00:00,UTC,0,20,-2.4,-1.3,-3.7
1989,1,25,00:00,UTC,0,19,1.7,3.9,-3.2
1989,1,26,00:00,UTC,0,18,1,2.3,-0.6
1989,1,27,00:00,UTC,-1,18,1.8,3.2,0.4
1989,1,28,00:00,UTC,0.1,17,3.3,4.1,1.7
1989,1,29,00:00,UTC,0.5,17,2.9,5.3,0.8
1989,1,30,00:00,UTC,-1,16,3.1,5.2,2.3
1989,1,31,00:00,UTC,-1,16,0.4,2.4,-0.3
1989,2,1,00:00,UTC,0,15,3.2,6.7,-0.4
1989,2,2,00:00,UTC,-1,13,2.2,3.9,0.9
1989,2,3,00:00,UTC,-1,10,4.9,7.8,1.4
1989,2,4,00:00,UTC,4.8,6,3,5.5,0.3
1989,2,5,00:00,UTC,5.8,3,2.7,3.9,1.9
1989,2,6,00:00,UTC,0.2,0,2.1,3.9,-0.5
1989,2,7,00:00,UTC,2.6,0,5.6,7.5,3.5
1989,2,8,00:00,UTC,-1,0,2.6,4.5,1.9
1989,2,9,00:00,UTC,-1,0,-2.5,2.3,-4.4
1989,2,10,00:00,UTC,-1,0,-1.4,0.9,-6.7
1989,2,11,00:00,UTC,0.1,0,1.1,2,0
1989,2,12,00:00,UTC,3.1,0,1.8,2.3,1
1989,2,13,00:00,UTC,0,0,1.5,2.6,0.5
1989,2,14,00:00,UTC,0.8,0,0.8,2.1,-0.9
1989,2,15,00:00,UTC,6.2,1,1,1.7,0
1989,2,16,00:00,UTC,4.9,1,0.9,3,0
1989,2,17,00:00,UTC,-1,5,-2.1,0.7,-5
1989,2,18,00:00,UTC,-1,5,-2.5,1.3,-7.8
1989,2,19,00:00,UTC,12.4,5,-0.1,0.5,-1.2
1989,2,20,00:00,UTC,-1,14,2,4.5,0.1
1989,2,21,00:00,UTC,-1,14,0,3.7,-2.6
1989,2,22,00:00,UTC,-1,10,-1.2,2.6,-4.9
1989,2,23,00:00,UTC,1.9,10,-0.5,1.8,-6
1989,2,24,00:00,UTC,-1,9,1.8,2.8,0.7
1989,2,25,00:00,UTC,13.1,8,1.4,2.3,0.7
1989,2,26,00:00,UTC,2,9,1.6,2.4,0.6
1989,2,27,00:00,UTC,11.2,6,3.2,5,1.9
1989,2,28,00:00,UTC,2.5,2,2.5,4.3,0.6
1989,3,1,00:00,UTC,0.3,0,2.5,3.5,1.9
1989,3,2,00:00,UTC,0.2,0,2.3,3.6,1.6
1989,3,3,00:00,UTC,0.9,0,1.4,2.4,1
1989,3,4,00:00,UTC,0.1,0,1.5,2.3,1
1989,3,5,00:00,UTC,0.9,0,2,2.8,1.2
1989,3,6,00:00,UTC,0,0,2,3.7,1.2
1989,3,7,00:00,UTC,-1,0,1,2.3,-0.2
1989,3,8,00:00,UTC,0.5,0,0.8,1.9,-0.2
1989,3,9,00:00,UTC,-1,1,0.5,2.4,0.2
1989,3,10,00:00,UTC,0.4,0,1.1,2.6,-0.6
1989,3,11,00:00,UTC,13.3,0,2.5,4.3,1.3
1989,3,12,00:00,UTC,0.3,2,1,3.1,0.5
1989,3,13,00:00,UTC,0.6,0,1.4,2.4,0.4
1989,3,14,00:00,UTC,3.5,-1,2.3,3.6,0.5
1989,3,15,00:00,UTC,-1,-1,2.4,3.6,1.7
1989,3,16,00:00,UTC,0.7,-1,1.2,1.8,-0.4
1989,3,17,00:00,UTC,0.1,-1,1.6,2.6,1.4
1989,3,18,00:00,UTC,-1,-1,1.5,4.7,0.2
1989,3,19,00:00,UTC,2.5,-1,1.5,2.4,-0.5
1989,3,20,00:00,UTC,-1,-1,1.9,4.3,-1.2
1989,3,21,00:00,UTC,6.4,-1,5.1,8,3.3
1989,3,22,00:00,UTC,9.8,-1,3.3,5.5,0.8
1989,3,23,00:00,UTC,3.8,0,3,5.3,0.4
1989,3,24,00:00,UTC,4.2,-1,2.3,4.2,1.3
1989,3,25,00:00,UTC,2.3,-1,2.6,3.7,1.6
1989,3,26,00:00,UTC,0.1,-1,2.1,3.7,1.4
1989,3,27,00:00,UTC,-1,-1,2.3,6.4,-1.1
1989,3,28,00:00,UTC,6.7,-1,1.7,3.4,-0.9
1989,3,29,00:00,UTC,0,-1,3.9,6.8,1.4
1989,3,30,00:00,UTC,-1,-1,2.5,5.8,0.5
1989,3,31,00:00,UTC,-1,-1,1.5,5.4,-2.7
1989,4,1,00:00,UTC,0,-1,-0.3,3.1,-2.4
1989,4,2,00:00,UTC,-1,-1,-0.9,1.8,-2.5
1989,4,3,00:00,UTC,-1,-1,-0.7,3.4,-4.9
1989,4,4,00:00,UTC,-1,-1,-1.3,1.1,-4.4
1989,4,5,00:00,UTC,-1,-1,0.3,4.1,-5
1989,4,6,00:00,UTC,-1,-1,2.1,5.9,-3.2
1989,4,7,00:00,UTC,0.7,-1,3.6,5.3,2
1989,4,8,00:00,UTC,0.3,-1,3.2,5,2.8
1989,4,9,00:00,UTC,3.1,-1,2.8,3.7,1.4
1989,4,10,00:00,UTC,0,-1,3.1,4.6,2.4
1989,4,11,00:00,UTC,-1,-1,3.3,5.4,0.9
1989,4,12,00:00,UTC,0,-1,7.1,10.4,5.1
1989,4,13,00:00,UTC,-1,-1,9.7,12.8,7.1
1989,4,14,00:00,UTC,-1,-1,10.3,13.9,6.4
1989,4,15,00:00,UTC,-1,-1,5.8,11.3,4.7
1989,4,16,00:00,UTC,4.1,-1,3.4,8.1,1.4
1989,4,17,00:00,UTC,19.1,-1,3,5.8,1.4
1989,4,18,00:00,UTC,0.5,-1,5.5,10,1.1
1989,4,19,00:00,UTC,-1,-1,8.3,11.3,6
1989,4,20,00:00,UTC,0.1,-1,6.6,9.9,5.2
1989,4,21,00:00,UTC,-1,-1,6.6,10,4.7
1989,4,22,00:00,UTC,10.4,-1,4.8,8.9,1.3
1989,4,23,00:00,UTC,0,-1,5.5,8.4,4.4
1989,4,24,00:00,UTC,0.4,-1,3.6,7.3,2
1989,4,25,00:00,UTC,-1,-1,5.3,8.8,2
1989,4,26,00:00,UTC,-1,-1,9.4,14,5.3
1989,4,27,00:00,UTC,0.5,-1,11.2,14.5,8.2
1989,4,28,00:00,UTC,3.2,-1,11.3,13.2,9.5
1989,4,29,00:00,UTC,4.6,-1,11.4,15,8.9
1989,4,30,00:00,UTC,-1,-1,10.2,14.5,7.6
1989,5,1,00:00,UTC,-1,-1,8.6,12.3,3.2
1989,5,2,00:00,UTC,-1,-1,8.6,11.8,5.7
1989,5,3,00:00,UTC,0.3,-1,10.9,14.2,5.6
1989,5,4,00:00,UTC,0,-1,11,15.2,7.9
1989,5,5,00:00,UTC,0.9,-1,11.2,16.5,6.3
1989,5,6,00:00,UTC,-1,-1,10.2,15.4,5.2
1989,5,7,00:00,UTC,0,-1,9.4,13.1,5.3
1989,5,8,00:00,UTC,7.6,-1,7,10.5,6.2
1989,5,9,00:00,UTC,3.9,-1,9.3,14.1,5.6
1989,5,10,00:00,UTC,-1,-1,8.6,10.5,7.5
1989,5,11,00:00,UTC,1.3,-1,8,10.4,6.2
1989,5,12,00:00,UTC,0.6,-1,8,11.5,2.8
1989,5,13,00:00,UTC,1.3,-1,10.1,14,8
1989,5,14,00:00,UTC,2,-1,9.5,12.6,6
1989,5,15,00:00,UTC,-1,-1,11.4,16.9,7.5
1989,5,16,00:00,UTC,-1,-1,10.7,16.5,6.3
1989,5,17,00:00,UTC,-1,-1,12.8,17.5,8.1
1989,5,18,00:00,UTC,-1,-1,12.7,17.5,7.8
1989,5,19,00:00,UTC,0,-1,10,14.9,7
1989,5,20,00:00,UTC,-1,-1,12.3,15.5,8.5
1989,5,21,00:00,UTC,-1,-1,11.4,15.5,7.4
1989,5,22,00:00,UTC,-1,-1,10.3,15,5.5
1989,5,23,00:00,UTC,-1,-1,16.8,22.9,9.5
1989,5,24,00:00,UTC,-1,-1,17.2,22,9.9
1989,5,25,00:00,UTC,-1,-1,16.1,22.8,9.7
1989,5,26,00:00,UTC,0.7,-1,15.6,20.8,11.5
1989,5,27,00:00,UTC,3.4,-1,13,19.7,11.4
1989,5,28,00:00,UTC,-1,-1,10.7,14.5,5
1989,5,29,00:00,UTC,-1,-1,11.7,15.6,6.7
1989,5,30,00:00,UTC,-1,-1,11.8,16,9.2
1989,5,31,00:00,UTC,9.9,-1,10.2,13.2,6.7
1989,6,1,00:00,UTC,-1,-1,10.5,12.8,9
1989,6,2,00:00,UTC,-1,-1,12.2,16,7.6
1989,6,3,00:00,UTC,2,-1,12.7,14.7,10.8
1989,6,4,00:00,UTC,0.4,-1,17.1,22.1,11.9
1989,6,5,00:00,UTC,2.2,-1,15.7,19.3,13.8
1989,6,6,00:00,UTC,0.1,-1,14.9,17.7,13.3
1989,6,7,00:00,UTC,1.4,-1,14.4,16.3,12.6
1989,6,8,00:00,UTC,0,-1,13.5,16.6,12.2
1989,6,9,00:00,UTC,0,-1,14,16.6,10.3
1989,6,10,00:00,UTC,6.1,-1,12.4,16.4,11.3
1989,6,11,00:00,UTC,-1,-1,15,19.8,10.6
1989,6,12,00:00,UTC,4.3,-1,14.3,19,9.8
1989,6,13,00:00,UTC,0,-1,12.7,17.7,9
1989,6,14,00:00,UTC,2.1,-1,12,15.5,7.5
1989,6,15,00:00,UTC,3,-1,11.5,16,8.1
1989,6,16,00:00,UTC,-1,-1,18.2,21.9,14.2
1989,6,17,00:00,UTC,0.1,-1,16.5,19.7,11.9
1989,6,18,00:00,UTC,3.2,-1,16.4,21.1,14.1
1989,6,19,00:00,UTC,-1,-1,16.6,20.7,11.4
1989,6,20,00:00,UTC,-1,-1,18,21.9,14
1989,6,21,00:00,UTC,-1,-1,21.1,26,14.1
1989,6,22,00:00,UTC,-1,-1,19.9,24.5,15.4
1989,6,23,00:00,UTC,-1,-1,19.1,23.4,13.1
1989,6,24,00:00,UTC,-1,-1,19.2,23.1,15.3
1989,6,25,00:00,UTC,-1,-1,18.1,21.9,13.5
1989,6,26,00:00,UTC,-1,-1,17.9,21,14.6
1989,6,27,00:00,UTC,-1,-1,19.5,23.9,15.3
1989,6,28,00:00,UTC,-1,-1,21.2,25.3,17.9
1989,6,29,00:00,UTC,0,-1,19.5,22,18.6
1989,6,30,00:00,UTC,0.1,-1,17.5,20.3,13.2
1989,7,1,00:00,UTC,1.7,-1,18.2,22.9,15.4
1989,7,2,00:00,UTC,0.1,-1,17.6,21.5,13.6
1989,7,3,00:00,UTC,-1,-1,20.6,24.9,15.2
1989,7,4,00:00,UTC,-1,-1,21.8,28.3,13
1989,7,5,00:00,UTC,-1,-1,20.9,25.6,16.3
1989,7,6,00:00,UTC,-1,-1,19.9,23.9,15.3
1989,7,7,00:00,UTC,-1,-1,19.4,25,12
1989,7,8,00:00,UTC,-1,-1,20.5,24.9,16.2
1989,7,9,00:00,UTC,-1,-1,21,26.5,16.2
1989,7,10,00:00,UTC,1.8,-1,18.3,21.7,16
1989,7,11,00:00,UTC,8.5,-1,16.1,18.1,13.2
1989,7,12,00:00,UTC,0.2,-1,17.9,21,14.8
1989,7,13,00:00,UTC,0,-1,17.9,20.2,15.6
1989,7,14,00:00,UTC,9,-1,18.1,20.4,15.6
1989,7,15,00:00,UTC,6.3,-1,15.6,19,13.6
1989,7,16,00:00,UTC,0.7,-1,14.5,17.6,12.3
1989,7,17,00:00,UTC,1.2,-1,14.7,18.3,9.7
1989,7,18,00:00,UTC,4.2,-1,12.6,15.7,11.7
1989,7,19,00:00,UTC,0,-1,14.1,17.4,11.8
1989,7,20,00:00,UTC,-1,-1,15.5,19.7,12.6
1989,7,21,00:00,UTC,-1,-1,14.4,17.9,10.9
1989,7,22,00:00,UTC,0,-1,14.9,20.3,10.4
1989,7,23,00:00,UTC,-1,-1,16.8,21.9,11.6
1989,7,24,00:00,UTC,-1,-1,17,21.1,10.2
1989,7,25,00:00,UTC,-1,-1,20.1,25.7,12.3
1989,7,26,00:00,UTC,-1,-1,20.8,25,15.1
1989,7,27,00:00,UTC,-1,-1,20,24.8,15.8
1989,7,28,00:00,UTC,-1,-1,19.9,24.8,16.3
1989,7,29,00:00,UTC,-1,-1,18.5,22.3,14.9
1989,7,30,00:00,UTC,-1,-1,18.4,21.3,15.5
1989,7,31,00:00,UTC,35.2,-1,17.8,21,14.8
1989,8,1,00:00,UTC,1.9,-1,16.8,18.7,16
1989,8,2,00:00,UTC,5.2,-1,15.2,17.1,14.6
1989,8,3,00:00,UTC,5.6,-1,18.4,23.9,14.1
1989,8,4,00:00,UTC,0.5,-1,16.5,17.9,14.9
1989,8,5,00:00,UTC,19.3,-1,15.3,17.7,13.7
1989,8,6,00:00,UTC,0.1,-1,16,18.4,13.5
1989,8,7,00:00,UTC,1.1,-1,15.4,19.1,13.9
1989,8,8,00:00,UTC,0,-1,16.3,21.7,10.7
1989,8,9,00:00,UTC,-1,-1,17.3,20.7,12.5
1989,8,10,00:00,UTC,0,-1,16.7,21.2,12.9
1989,8,11,00:00,UTC,0.1,-1,17.6,21,12.3
1989,8,12,00:00,UTC,0.1,-1,17.4,19.1,16.7
1989,8,13,00:00,UTC,0,-1,17.3,19,16.7
1989,8,14,00:00,UTC,-1,-1,17.3,20.5,14
1989,8,15,00:00,UTC,-1,-1,17,19.9,14.8
1989,8,16,00:00,UTC,-1,-1,18.1,20.8,15.7
1989,8,17,00:00,UTC,1.7,-1,17.6,21.6,13.6
1989,8,18,00:00,UTC,-1,-1,17.1,19.4,15.3
1989,8,19,00:00,UTC,-1,-1,16.5,20.7,13.8
1989,8,20,00:00,UTC,0.3,-1,15.6,18.9,10.8
1989,8,21,00:00,UTC,36.8,-1,15.1,16.7,14
1989,8,22,00:00,UTC,-1,-1,15.6,19.7,12.5
1989,8,23,00:00,UTC,6.2,-1,13.7,17,9.5
1989,8,24,00:00,UTC,5.4,-1,12.5,15.9,10.9
1989,8,25,00:00,UTC,4.5,-1,10.9,14.5,8.5
1989,8,26,00:00,UTC,0.1,-1,11,14,9.4
1989,8,27,00:00,UTC,-1,-1,9.8,12.3,7
1989,8,28,00:00,UTC,2.1,-1,11,13.6,8.6
1989,8,29,00:00,UTC,1.2,-1,10.6,13.9,9.3
1989,8,30,00:00,UTC,-1,-1,10.7,15.5,5.8
1989,8,31,00:00,UTC,-1,-1,11.4,15.7,5.8
1989,9,1,00:00,UTC,-1,-1,12.6,15.6,9.2
1989,9,2,00:00,UTC,8.7,-1,11.5,12.7,8.5
1989,9,3,00:00,UTC,-1,-1,13.3,17.5,11.7
1989,9,4,00:00,UTC,-1,-1,10.7,15,6.2
1989,9,5,00:00,UTC,-1,-1,11.3,16.4,5.2
1989,9,6,00:00,UTC,-1,-1,14.7,16.8,12.3
1989,9,7,00:00,UTC,-1,-1,15.6,18.6,14.1
1989,9,8,00:00,UTC,0.7,-1,12.7,15.1,7.7
1989,9,9,00:00,UTC,1.4,-1,11.6,14.1,10.5
1989,9,10,00:00,UTC,0,-1,11.4,16.4,9
1989,9,11,00:00,UTC,-1,-1,9.5,14.5,5.6
1989,9,12,00:00,UTC,0,-1,8.9,12.1,3
1989,9,13,00:00,UTC,-1,-1,12.7,17.5,9.3
1989,9,14,00:00,UTC,-1,-1,11.2,15,6.1
1989,9,15,00:00,UTC,1.4,-1,12.6,13.5,11.3
1989,9,16,00:00,UTC,4.2,-1,12.6,13.7,11.5
1989,9,17,00:00,UTC,4.5,-1,13.1,15.1,11
1989,9,18,00:00,UTC,-1,-1,13.1,15.5,11.9
1989,9,19,00:00,UTC,0.2,-1,12.3,15.6,6.8
1989,9,20,00:00,UTC,0.5,-1,14.7,17.8,13.3
1989,9,21,00:00,UTC,-1,-1,14.3,16.6,12.4
1989,9,22,00:00,UTC,-1,-1,12.8,14,11.8
1989,9,23,00:00,UTC,-1,-1,12.7,15.6,11.3
1989,9,24,00:00,UTC,0.6,-1,12.2,13.2,10.8
1989,9,25,00:00,UTC,0.2,-1,12.9,14.5,12.5
1989,9,26,00:00,UTC,0,-1,12.7,14.6,11.6
1989,9,27,00:00,UTC,0,-1,13,14.5,10.1
1989,9,28,00:00,UTC,4.1,-1,12.6,14,11.8
1989,9,29,00:00,UTC,3.1,-1,8.5,11.9,5.6
1989,9,30,00:00,UTC,0.7,-1,6,9.1,4.4
1989,10,1,00:00,UTC,2,-1,4.7,7.7,1.2
1989,10,2,00:00,UTC,1.3,-1,5.6,8,4.2
1989,10,3,00:00,UTC,0,-1,4.6,7.4,3
1989,10,4,00:00,UTC,0.6,-1,7.2,10.5,3.5
1989,10,5,00:00,UTC,-1,-1,5.6,9.5,2.8
1989,10,6,00:00,UTC,-1,-1,3.3,7.2,-0.5
1989,10,7,00:00,UTC,-1,-1,2.2,4.8,-0.6
1989,10,8,00:00,UTC,0.3,-1,5.7,7.6,3.1
1989,10,9,00:00,UTC,0,-1,7,8.8,5
1989,10,10,00:00,UTC,2.7,-1,7,7.9,6.4
1989,10,11,00:00,UTC,1.2,-1,6.6,7.8,6
1989,10,12,00:00,UTC,0.3,-1,4.8,7.2,4
1989,10,13,00:00,UTC,9.5,-1,6,8.6,1.4
1989,10,14,00:00,UTC,6.1,-1,6.5,10.1,1.4
1989,10,15,00:00,UTC,0.8,-1,5.4,8,3.8
1989,10,16,00:00,UTC,1.6,-1,6,9.6,2.1
1989,10,17,00:00,UTC,0.2,-1,6.2,8.5,3.8
1989,10,18,00:00,UTC,0.9,-1,3.6,5.5,0.8
1989,10,19,00:00,UTC,0.9,-1,7.6,9.9,3.4
1989,10,20,00:00,UTC,0.1,-1,9.8,10.2,9.3
1989,10,21,00:00,UTC,7.3,-1,9.6,10.1,9.1
1989,10,22,00:00,UTC,1.9,-1,10.4,11.5,9.3
1989,10,23,00:00,UTC,0.6,-1,10.1,12.8,9
1989,10,24,00:00,UTC,-1,-1,9.2,10.3,7.7
1989,10,25,00:00,UTC,3.9,-1,7.8,9.4,4.8
1989,10,26,00:00,UTC,-1,-1,8,10.5,6
1989,10,27,00:00,UTC,-1,-1,6.3,8.5,5.3
1989,10,28,00:00,UTC,2.2,-1,5.8,8.9,2.5
1989,10,29,00:00,UTC,0,-1,6.6,7.9,5.4
1989,10,30,00:00,UTC,0.5,-1,6,6.7,5.5
1989,10,31,00:00,UTC,0.6,-1,4.3,6.3,3.6
1989,11,1,00:00,UTC,0.4,-1,4.4,5,3.7
1989,11,2,00:00,UTC,0,-1,4.8,5.8,4.1
1989,11,3,00:00,UTC,0,-1,4,5.5,2.9
1989,11,4,00:00,UTC,5.7,-1,6,7,4.1
1989,11,5,00:00,UTC,20,-1,7,8.6,5.7
1989,11,6,00:00,UTC,0,-1,8.4,9,7.9
1989,11,7,00:00,UTC,0.7,-1,7.7,8.6,7.3
1989,11,8,00:00,UTC,0.6,-1,5.4,7.5,4.7
1989,11,9,00:00,UTC,1.6,-1,6.2,6.4,5.6
1989,11,10,00:00,UTC,0.4,-1,6.7,8,5.6
1989,11,11,00:00,UTC,-1,-1,7.1,7.9,6.6
1989,11,12,00:00,UTC,0.1,-1,8.1,8.8,6.4
1989,11,13,00:00,UTC,0,-1,6.1,8.6,2.8
1989,11,14,00:00,UTC,4,-1,2.9,5.7,0.6
1989,11,15,00:00,UTC,-1,-1,0.9,4.4,0.1
1989,11,16,00:00,UTC,0.4,-1,-1.3,1.6,-2.8
1989,11,17,00:00,UTC,0.5,-1,2.6,3.2,-1.6
1989,11,18,00:00,UTC,-1,-1,3.6,4.8,2.6
1989,11,19,00:00,UTC,0.2,-1,5.6,7.3,4.6
1989,11,20,00:00,UTC,0.1,-1,1.7,6.4,-2.2
1989,11,21,00:00,UTC,3.1,-1,-2.8,0.9,-6.9
1989,11,22,00:00,UTC,15.8,9,-1.7,0.8,-3.7
1989,11,23,00:00,UTC,0,20,-5.9,-3.6,-8
1989,11,24,00:00,UTC,-1,18,-9.8,-7.5,-11.6
1989,11,25,00:00,UTC,18.9,15,-7.3,-2.8,-13.5
1989,11,26,00:00,UTC,1.2,32,-2.2,1,-6
1989,11,27,00:00,UTC,0,26,-12.3,-6,-17.3
1989,11,28,00:00,UTC,-1,26,-11.6,-10,-14.5
1989,11,29,00:00,UTC,-1,26,-0.3,1,-10.3
1989,11,30,00:00,UTC,-1,24,1.3,1.7,0.9
1989,12,1,00:00,UTC,-1,21,2.5,4.9,0.9
1989,12,2,00:00,UTC,-1,18,1.3,3.5,-0.5
1989,12,3,00:00,UTC,0.4,18,2.5,5,0.4
1989,12,4,00:00,UTC,-1,18,-0.9,4.2,-3.9
1989,12,5,00:00,UTC,-1,18,-6.2,-3.9,-7.1
1989,12,6,00:00,UTC,13.7,18,-2.2,0.8,-7.1
1989,12,7,00:00,UTC,0.2,25,-7.8,0.8,-11.5
1989,12,8,00:00,UTC,0,25,-10.3,-8.2,-13.9
1989,12,9,00:00,UTC,-1,25,-10.8,-7.3,-13.4
1989,12,10,00:00,UTC,5.9,25,-11.9,-4.5,-17.3
1989,12,11,00:00,UTC,0.8,30,-8.7,-3.7,-13.3
1989,12,12,00:00,UTC,6.2,31,-14.6,-12,-18.2
1989,12,13,00:00,UTC,3.3,35,-6.8,-2.6,-12
1989,12,14,00:00,UTC,0.5,41,-18.2,-9.6,-19.8
1989,12,15,00:00,UTC,0.3,41,-15.9,-12.7,-21.1
1989,12,16,00:00,UTC,1.2,40,-5.5,-1,-19
1989,12,17,00:00,UTC,1.5,41,-4,0.2,-4.9
1989,12,18,00:00,UTC,5.6,41,-2.4,2.8,-6.3
1989,12,19,00:00,UTC,5.3,31,2.9,3.8,2.3
1989,12,20,00:00,UTC,0.1,24,1.5,3.8,0.4
1989,12,21,00:00,UTC,12.8,24,-0.6,1.4,-2.9
1989,12,22,00:00,UTC,1.4,24,1.4,4.1,-1.1
1989,12,23,00:00,UTC,2.9,24,-1.4,0.6,-4.2
1989,12,24,00:00,UTC,0.1,26,-0.9,0.4,-2.1
1989,12,25,00:00,UTC,-1,26,-0.8,2.2,-6.6
1989,12,26,00:00,UTC,0.1,23,2.2,2.4,2
1989,12,27,00:00,UTC,5.4,21,1.5,2.7,0.9
1989,12,28,00:00,UTC,0,20,0.6,1.2,0.3
1989,12,29,00:00,UTC,-1,18,-1.8,1,-2.8
1989,12,30,00:00,UTC,-1,18,-3.1,-1.6,-4.8
1989,12,31,00:00,UTC,-1,17,-1,-0.4,-1.8
1990,1,1,00:00,UTC,-1,17,-3.1,-0.4,-4.6
1990,1,2,00:00,UTC,-1,17,-3.7,-2.5,-4.6
1990,1,3,00:00,UTC,0.5,17,-8.9,-4.2,-11
1990,1,4,00:00,UTC,1.7,18,-1.9,-0.2,-11.5
1990,1,5,00:00,UTC,-1,20,-0.7,0.6,-1.2
1990,1,6,00:00,UTC,-1,20,-1.3,-0.9,-1.5
1990,1,7,00:00,UTC,1,20,0.1,2.1,-2.1
1990,1,8,00:00,UTC,1.4,18,1.3,2.3,0.9
1990,1,9,00:00,UTC,3.2,17,0.6,2,-1
1990,1,10,00:00,UTC,0.3,17,1.2,3,-0.3
1990,1,11,00:00,UTC,4.3,17,-2.8,0.4,-6.5
1990,1,12,00:00,UTC,0.2,20,-14.4,-6.5,-17.2
1990,1,13,00:00,UTC,7,22,-8.4,-7,-13.3
1990,1,14,00:00,UTC,0,25,-13.3,-7,-15.8
1990,1,15,00:00,UTC,7.1,26,-6.6,-1.8,-17
1990,1,16,00:00,UTC,1.1,30,-0.7,1.9,-3.6
1990,1,17,00:00,UTC,3.6,29,-1.9,2.5,-6.1
1990,1,18,00:00,UTC,-1,28,-1.4,3.1,-7.3
1990,1,19,00:00,UTC,1.3,27,-11.3,-7.3,-13.5
1990,1,20,00:00,UTC,3.7,28,-1.8,1.9,-13.9
1990,1,21,00:00,UTC,-1,30,-3.3,0.6,-7.4
1990,1,22,00:00,UTC,9.8,30,-6.9,-3.8,-9.7
1990,1,23,00:00,UTC,3.5,39,0.2,2.3,-4.4
1990,1,24,00:00,UTC,13.5,31,1.8,3.4,-1.5
1990,1,25,00:00,UTC,0.8,31,1.2,1.8,0.2
1990,1,26,00:00,UTC,13.1,31,1.1,2.4,-0.2
1990,1,27,00:00,UTC,0.2,31,-0.3,2.5,-3.3
1990,1,28,00:00,UTC,3.8,30,-1.6,1.5,-3.7
1990,1,29,00:00,UTC,0.9,32,1.5,2.8,0.5
1990,1,30,00:00,UTC,0.5,30,1.4,2.5,0.5
1990,1,31,00:00,UTC,2.3,29,1.4,2.9,0.5
1990,2,1,00:00,UTC,0.4,28,2.4,4,1.6
1990,2,2,00:00,UTC,2.5,23,2.6,3.9,2.3
1990,2,3,00:00,UTC,2.8,19,1.8,3.2,1.2
1990,2,4,00:00,UTC,1,17,1.7,2.6,1.2
1990,2,5,00:00,UTC,0.9,17,2.3,3.8,0.7
1990,2,6,00:00,UTC,-1,14,3.8,5.5,2.5
1990,2,7,00:00,UTC,12.5,14,2.8,3.6,2
1990,2,8,00:00,UTC,13.8,0,3.6,4.8,3
1990,2,9,00:00,UTC,-1,0,0.5,3.4,-0.4
1990,2,10,00:00,UTC,0.1,0,1.6,3.8,-0.6
1990,2,11,00:00,UTC,0.8,0,1.1,3,-0.8
1990,2,12,00:00,UTC,1.5,0,2.3,3.5,0.7
1990,2,13,00:00,UTC,2.8,0,0.8,2.4,0.3
1990,2,14,00:00,UTC,8,5,0.1,0.8,-0.1
1990,2,15,00:00,UTC,2.6,11,-0.8,0.3,-1.7
1990,2,16,00:00,UTC,0.4,12,-1.6,0,-3.4
1990,2,17,00:00,UTC,-1,12,-3.9,-0.5,-6.5
1990,2,18,00:00,UTC,0,12,-3.7,-1.9,-7.1
1990,2,19,00:00,UTC,5.2,10,-2.5,-0.6,-3.8
1990,2,20,00:00,UTC,2.1,8,3.2,5.6,-0.6
1990,2,21,00:00,UTC,8.6,0,5.5,7.8,2.5
1990,2,22,00:00,UTC,0.3,0,4.3,7.1,1.7
1990,2,23,00:00,UTC,-1,0,4.6,9.6,2.2
1990,2,24,00:00,UTC,1.5,0,5,7.9,2.9
1990,2,25,00:00,UTC,18,0,3.2,6.1,2
1990,2,26,00:00,UTC,6.8,0,0.7,4.4,-0.9
1990,2,27,00:00,UTC,8.1,0,2.3,3.9,1.3
1990,2,28,00:00,UTC,0.2,2,0.1,1.5,-1
1990,3,1,00:00,UTC,0,1,0,0.9,-0.7
1990,3,2,00:00,UTC,0.1,0,-0.8,0.6,-1.6
1990,3,3,00:00,UTC,0.2,0,-2.6,-0.2,-4.7
1990,3,4,00:00,UTC,4.5,0,-0.2,1.7,-4.5
1990,3,5,00:00,UTC,5.8,1,1.3,2.8,-1.2
1990,3,6,00:00,UTC,-1,0,1.6,4.5,0.7
1990,3,7,00:00,UTC,4.4,0,-0.1,1.4,-1
1990,3,8,00:00,UTC,0.5,9,1.2,2.8,-0.8
1990,3,9,00:00,UTC,6.4,3,1.9,3.5,1.1
1990,3,10,00:00,UTC,0.1,0,0.6,2.3,-1.5
