Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
1966,7,14,00:00,UTC,1.5,-1,15.8,19.4,13.4
1966,7,15,00:00,UTC,0.8,-1,16,19.3,14
1966,7,16,00:00,UTC,-1,-1,15.5,18.9,13.2
1966,7,17,00:00,UTC,2.9,-1,16,19.6,13.3
1966,7,18,00:00,UTC,1,-1,16.3,19.7,14.7
1966,7,19,00:00,UTC,-1,-1,18.8,23.1,13.5
1966,7,20,00:00,UTC,-1,-1,21.1,25.6,15.2
1966,7,21,00:00,UTC,-1,-1,22.8,26.4,16.8
1966,7,22,00:00,UTC,1.2,-1,22.7,27.7,19.6
1966,7,23,00:00,UTC,-1,-1,21.9,25.6,16.7
1966,7,24,00:00,UTC,-1,-1,22.5,26.9,17.1
1966,7,25,00:00,UTC,-1,-1,22.9,25.9,20.4
1966,7,26,00:00,UTC,6.9,-1,20.4,22.9,19.6
1966,7,27,00:00,UTC,13.8,-1,17.8,20.6,15.7
1966,7,28,00:00,UTC,0.1,-1,17.1,21.2,14.8
1966,7,29,00:00,UTC,0.3,-1,17.1,20.8,12.6
1966,7,30,00:00,UTC,2.9,-1,17.3,20.8,14.1
1966,7,31,00:00,UTC,7.3,-1,17.6,20.7,14.7
1966,8,1,00:00,UTC,-1,-1,16.9,19.9,13.4
1966,8,2,00:00,UTC,-1,-1,18.8,22.1,15.4
1966,8,3,00:00,UTC,2.3,-1,19.6,21.9,17.5
1966,8,4,00:00,UTC,-1,-1,16.9,20,14.6
1966,8,5,00:00,UTC,22.5,-1,17.5,20,14.8
1966,8,6,00:00,UTC,-1,-1,17.1,20.1,15
1966,8,7,00:00,UTC,5.5,-1,16.2,18,14.7
1966,8,8,00:00,UTC,-1,-1,16.4,22.1,13.5
1966,8,9,00:00,UTC,-1,-1,18.2,21.3,16.5
1966,8,10,00:00,UTC,4.6,-1,17,18.7,16
1966,8,11,00:00,UTC,5.4,-1,15.8,18.4,14.7
1966,8,12,00:00,UTC,-1,-1,16.3,19.6,14.8
1966,8,13,00:00,UTC,0,-1,15.8,18.4,13.7
1966,8,14,00:00,UTC,0.4,-1,14.1,18.1,10.3
1966,8,15,00:00,UTC,2,-1,15.2,17.3,13
1966,8,16,00:00,UTC,-1,-1,14.1,18,10.6
1966,8,17,00:00,UTC,-1,-1,14.1,18.5,9
1966,8,18,00:00,UTC,-1,-1,14.7,17.7,12.8
1966,8,19,00:00,UTC,0,-1,14.5,18.9,11.6
1966,8,20,00:00,UTC,-1,-1,14.2,17.4,10.8
1966,8,21,00:00,UTC,-1,-1,16.3,21.7,13.1
1966,8,22,00:00,UTC,-1,-1,13.4,18.5,9.2
1966,8,23,00:00,UTC,-1,-1,13.7,17.4,9.8
1966,8,24,00:00,UTC,-1,-1,12.7,16.8,8.4
1966,8,25,00:00,UTC,-1,-1,12.8,17.7,8.4
1966,8,26,00:00,UTC,-1,-1,12.3,18.5,5.7
1966,8,27,00:00,UTC,-1,-1,15.9,21,10.3
1966,8,28,00:00,UTC,-1,-1,11.5,17.7,8.3
1966,8,29,00:00,UTC,-1,-1,10.4,16,2.8
1966,8,30,00:00,UTC,-1,-1,13.8,16.8,11.3
1966,8,31,00:00,UTC,-1,-1,13.9,18.5,11
1966,9,1,00:00,UTC,1.9,-1,15.1,18.4,12.5
1966,9,2,00:00,UTC,1.2,-1,13.9,16.3,13.1
1966,9,3,00:00,UTC,2.8,-1,14.8,18.2,12.9
1966,9,4,00:00,UTC,-1,-1,15.2,18.4,13.7
1966,9,5,00:00,UTC,0.8,-1,14.2,17.5,11
1966,9,6,00:00,UTC,8.8,-1,14,15.1,13.4
1966,9,7,00:00,UTC,2.1,-1,13.9,15.4,12.3
1966,9,8,00:00,UTC,-1,-1,13.1,15.6,11
1966,9,9,00:00,UTC,-1,-1,8.8,11.9,6.3
1966,9,10,00:00,UTC,0.1,-1,7.5,10,4.6
1966,9,11,00:00,UTC,4.8,-1,10.2,13.9,5
1966,9,12,00:00,UTC,-1,-1,13.2,15.8,11.1
1966,9,13,00:00,UTC,15.8,-1,10,13.3,5.5
1966,9,14,00:00,UTC,1.9,-1,13.8,16.3,10.9
1966,9,15,00:00,UTC,3.7,-1,13,14.3,10.9
1966,9,16,00:00,UTC,-1,-1,11.8,14.2,10
1966,9,17,00:00,UTC,-1,-1,11.5,14.8,9.5
1966,9,18,00:00,UTC,0,-1,8.1,11.2,6
1966,9,19,00:00,UTC,-1,-1,7.1,11.4,1.6
1966,9,20,00:00,UTC,-1,-1,12.2,17.6,9.7
1966,9,21,00:00,UTC,0.8,-1,7.8,11.2,5.1
1966,9,22,00:00,UTC,2.5,-1,6.8,10.5,3.1
1966,9,23,00:00,UTC,0.1,-1,7,9.2,5
1966,9,24,00:00,UTC,1.4,-1,7.8,10.8,5
1966,9,25,00:00,UTC,-1,-1,5.5,8.9,3.8
1966,9,26,00:00,UTC,3.2,-1,6.7,10,2.4
1966,9,27,00:00,UTC,1,-1,4,6.8,0.4
1966,9,28,00:00,UTC,3.8,-1,2.2,4.9,0.4
1966,9,29,00:00,UTC,0.4,-1,3.7,9,0
1966,9,30,00:00,UTC,1.9,-1,5.7,9.2,0.3
1966,10,1,00:00,UTC,0,-1,6.5,8.9,3.5
1966,10,2,00:00,UTC,0.8,-1,10.8,13.2,6.9
1966,10,3,00:00,UTC,2.1,-1,11.5,13.5,9.9
1966,10,4,00:00,UTC,16.3,-1,11.4,13.1,10.1
1966,10,5,00:00,UTC,0.3,-1,8.4,12.5,4.4
1966,10,6,00:00,UTC,-1,-1,5,11.3,0.3
1966,10,7,00:00,UTC,0.5,-1,7,10.4,0.4
1966,10,8,00:00,UTC,1,-1,9.8,10.6,8.9
1966,10,9,00:00,UTC,0.2,-1,9.6,11,7.2
1966,10,10,00:00,UTC,-1,-1,2.6,7.2,0.3
1966,10,11,00:00,UTC,1.1,-1,2,5.9,-2.6
1966,10,12,00:00,UTC,4.1,-1,5.4,6.2,4.5
1966,10,13,00:00,UTC,-1,-1,3.1,5.2,1.5
1966,10,14,00:00,UTC,-1,-1,5.6,8.7,0.8
1966,10,15,00:00,UTC,0.2,-1,6.4,7.3,5.4
1966,10,16,00:00,UTC,1.1,-1,6.8,8.8,4
1966,10,17,00:00,UTC,3,-1,8.3,8.9,7.9
1966,10,18,00:00,UTC,0.1,-1,8.9,10,8.3
1966,10,19,00:00,UTC,1.6,-1,8.7,9.8,7.5
1966,10,20,00:00,UTC,2.2,-1,8.6,9.2,8.1
1966,10,21,00:00,UTC,3.4,-1,9.3,9.9,8.3
1966,10,22,00:00,UTC,13.9,-1,9.3,10,8.8
1966,10,23,00:00,UTC,5.1,-1,8.8,9.3,8.2
1966,10,24,00:00,UTC,0.7,-1,7.9,9.1,6.3
1966,10,25,00:00,UTC,0,-1,5.1,7.5,2.9
1966,10,26,00:00,UTC,-1,-1,2.2,5,0.8
1966,10,27,00:00,UTC,-1,-1,-1.2,1.9,-2.8
1966,10,28,00:00,UTC,-1,-1,-2.6,2.2,-6
1966,10,29,00:00,UTC,-1,-1,-1.2,2.1,-4.5
1966,10,30,00:00,UTC,1.3,-1,-3.5,0,-6.6
1966,10,31,00:00,UTC,0.3,-1,5.3,7.7,-5.7
1966,11,1,00:00,UTC,0.1,-1,4.1,5.9,1.5
1966,11,2,00:00,UTC,0.2,-1,2,3.7,0.4
1966,11,3,00:00,UTC,-1,-1,0.7,3.4,-1.2
1966,11,4,00:00,UTC,2.7,-1,3.7,5.3,-0.7
1966,11,5,00:00,UTC,0,-1,4.6,5.6,3.8
1966,11,6,00:00,UTC,-1,-1,7,7.4,4.4
1966,11,7,00:00,UTC,0.2,-1,6.7,7.8,5.7
1966,11,8,00:00,UTC,0,-1,6.3,6.8,5.6
1966,11,9,00:00,UTC,1.5,-1,5.1,5.7,4.4
1966,11,10,00:00,UTC,3.6,-1,4.7,5.7,3.5
1966,11,11,00:00,UTC,0.4,-1,5,7.3,2.1
1966,11,12,00:00,UTC,0.1,-1,-0.9,2.3,-2.6
1966,11,13,00:00,UTC,0.4,-1,3.2,4.4,-3.2
1966,11,14,00:00,UTC,1.1,-1,4.6,6.5,0.7
1966,11,15,00:00,UTC,2.2,-1,2.5,5.9,0.7
1966,11,16,00:00,UTC,2,-1,3,3.9,0.6
1966,11,17,00:00,UTC,3.4,-1,3.1,4,2
1966,11,18,00:00,UTC,0.4,-1,1.6,4,0.6
1966,11,19,00:00,UTC,-1,-1,-1.4,0.8,-2.6
1966,11,20,00:00,UTC,6.9,-1,2.3,3.6,-1.3
1966,11,21,00:00,UTC,17,-1,2.4,3.9,0.3
1966,11,22,00:00,UTC,3.2,2,1.4,3.8,0.3
1966,11,23,00:00,UTC,0.8,-1,3.5,4.4,1.9
1966,11,24,00:00,UTC,4.2,-1,2.8,4.3,0.9
1966,11,25,00:00,UTC,3,-1,3.1,3.9,1.7
1966,11,26,00:00,UTC,1.9,-1,0.9,1.8,0.6
1966,11,27,00:00,UTC,0.7,-1,2.6,4.7,0.4
1966,11,28,00:00,UTC,7.2,-1,3.7,4.7,2.4
1966,11,29,00:00,UTC,2,-1,3,3.3,2.7
1966,11,30,00:00,UTC,1.2,-1,0.3,3,-0.9
1966,12,1,00:00,UTC,2.2,1,0.2,0.7,-0.7
1966,12,2,00:00,UTC,3.2,1,2.9,3.8,0.4
1966,12,3,00:00,UTC,24.2,-1,3.6,4.4,2.5
1966,12,4,00:00,UTC,1.8,-1,3.3,4.4,2.9
1966,12,5,00:00,UTC,0,-1,2.1,3.3,0.9
1966,12,6,00:00,UTC,0,-1,-2.7,0.9,-3.7
1966,12,7,00:00,UTC,-1,-1,-3.9,-3.1,-4.8
1966,12,8,00:00,UTC,-1,-1,-4.5,-3.1,-5.1
1966,12,9,00:00,UTC,5.1,-1,-4.6,-3.6,-5.2
1966,12,10,00:00,UTC,3.9,3,-3,-2.3,-5.4
1966,12,11,00:00,UTC,0,7,-1.6,-0.5,-2.6
1966,12,12,00:00,UTC,3.1,7,-4.1,-2.6,-6.9
1966,12,13,00:00,UTC,4.5,8,-5.5,-3.5,-7.8
1966,12,14,00:00,UTC,3.9,13,-6.7,-3.6,-7.3
1966,12,15,00:00,UTC,1.1,18,-11.2,-6.5,-14.2
1966,12,16,00:00,UTC,-1,18,-13.4,-11.5,-15
1966,12,17,00:00,UTC,0.3,17,-12,-4,-17.2
1966,12,18,00:00,UTC,5,17,-3.4,-1.8,-6.6
1966,12,19,00:00,UTC,6.1,29,-0.9,0,-2.6
1966,12,20,00:00,UTC,3.7,32,-2.6,-0.4,-5.2
1966,12,21,00:00,UTC,1.8,35,-4.3,-3.5,-5.7
1966,12,22,00:00,UTC,1.1,36,-4.8,-3.2,-7.5
1966,12,23,00:00,UTC,0.1,36,-7.2,-3.9,-9.4
1966,12,24,00:00,UTC,5.9,35,-3.1,-2.5,-5.1
1966,12,25,00:00,UTC,0.8,41,-0.5,0.9,-3.2
1966,12,26,00:00,UTC,3.7,40,-1.8,-0.5,-3.1
1966,12,27,00:00,UTC,1.1,42,-3.8,-1.8,-4.4
1966,12,28,00:00,UTC,1.9,36,-1.7,-0.8,-3.9
1966,12,29,00:00,UTC,-1,37,-3.2,-1.3,-3.7
1966,12,30,00:00,UTC,7.7,34,-2,-0.4,-3.7
1966,12,31,00:00,UTC,1.4,38,0.9,1.6,-0.5
1967,1,1,00:00,UTC,4.1,32,0.8,1.2,0.2
1967,1,2,00:00,UTC,1.3,32,0.9,1.4,0.6
1967,1,3,00:00,UTC,4.2,33,-1,0.9,-3
1967,1,4,00:00,UTC,0.8,39,-3.4,-2.5,-4.6
1967,1,5,00:00,UTC,1.8,38,-4,-2.2,-5.4
1967,1,6,00:00,UTC,0,38,-5.2,-4,-6.6
1967,1,7,00:00,UTC,0,38,-6.5,-4,-10.6
1967,1,8,00:00,UTC,0.9,38,-5.5,-2.6,-8.3
1967,1,9,00:00,UTC,0,38,-12.6,-5.4,-16.6
1967,1,10,00:00,UTC,2.3,38,-9.9,-5.9,-20.5
1967,1,11,00:00,UTC,-1,40,-6.1,-2.7,-10.3
1967,1,12,00:00,UTC,0,40,-17.5,-10.3,-19.6
1967,1,13,00:00,UTC,3,39,-9.1,-2.6,-18
1967,1,14,00:00,UTC,0.6,43,-6.4,-4.1,-11.1
1967,1,15,00:00,UTC,-1,43,-16.2,-11.1,-19.1
1967,1,16,00:00,UTC,1,42,-7.5,-2,-18.3
1967,1,17,00:00,UTC,0.3,43,-0.3,0.8,-2.3
1967,1,18,00:00,UTC,0.7,41,0.2,0.7,-0.3
1967,1,19,00:00,UTC,0.8,40,-0.4,1.5,-2.4
1967,1,20,00:00,UTC,0,40,-6.3,1.7,-12.9
1967,1,21,00:00,UTC,0,40,-11.7,-7.9,-16.6
1967,1,22,00:00,UTC,-1,40,-18.2,-15.5,-20.8
1967,1,23,00:00,UTC,0,40,-17.6,-12.5,-24
1967,1,24,00:00,UTC,-1,40,-12.6,-10.9,-14.2
1967,1,25,00:00,UTC,0.4,40,-16.8,-13.1,-22.3
1967,1,26,00:00,UTC,0.3,40,-11.4,-10.5,-17.5
1967,1,27,00:00,UTC,1,41,-15.1,-12.1,-19.2
1967,1,28,00:00,UTC,2.1,44,-14.9,-12,-22.2
1967,1,29,00:00,UTC,-1,50,-21.6,-14.5,-24.1
1967,1,30,00:00,UTC,-1,48,-22.9,-19.1,-25.8
1967,1,31,00:00,UTC,-1,48,-22.1,-16.6,-27.7
1967,2,1,00:00,UTC,1.2,47,-16.7,-13.5,-22.4
1967,2,2,00:00,UTC,1.5,47,-11.3,-10.7,-13.8
1967,2,3,00:00,UTC,6.1,49,-9.5,-8.4,-11
1967,2,4,00:00,UTC,8.6,54,-5.4,-2.3,-8.4
1967,2,5,00:00,UTC,0.2,62,-8.7,-2.5,-12.6
1967,2,6,00:00,UTC,0.6,60,0.1,1.7,-7.9
1967,2,7,00:00,UTC,0.8,53,-0.6,2.2,-3.1
1967,2,8,00:00,UTC,0,54,-3.7,-1.3,-6.8
1967,2,9,00:00,UTC,0,54,-5.6,-2.7,-8.6
1967,2,10,00:00,UTC,0.2,54,-7.3,-5.8,-8.4
1967,2,11,00:00,UTC,0.1,54,-5.1,-0.8,-9.1
1967,2,12,00:00,UTC,-1,54,-1,0.2,-2.5
1967,2,13,00:00,UTC,-1,53,-3.5,-1.2,-5.7
1967,2,14,00:00,UTC,-1,53,-4.3,-2,-5.8
1967,2,15,00:00,UTC,0.1,53,-8.9,-4.6,-15.7
1967,2,16,00:00,UTC,0.1,53,-3.6,-2.3,-5.8
1967,2,17,00:00,UTC,0.1,53,-4.1,-1.9,-7.7
1967,2,18,00:00,UTC,0,53,-11.4,-7.4,-14.2
1967,2,19,00:00,UTC,0.3,53,-4.1,-1.5,-10.8
1967,2,20,00:00,UTC,8.2,53,-1.4,-0.4,-3.5
1967,2,21,00:00,UTC,0.5,58,1.1,1.8,-0.6
1967,2,22,00:00,UTC,0.4,54,-1,1.3,-2.2
1967,2,23,00:00,UTC,0.8,54,-0.8,0.5,-2.2
1967,2,24,00:00,UTC,7,54,-1,0.5,-2.2
1967,2,25,00:00,UTC,0.1,60,-2.2,-1.8,-3.1
1967,2,26,00:00,UTC,-1,60,-0.2,0.7,-2.1
1967,2,27,00:00,UTC,2.8,59,-0.2,0.9,-1.3
1967,2,28,00:00,UTC,6.1,62,0.1,1.2,-1.6
1967,3,1,00:00,UTC,1.3,60,1.4,1.9,0.6
1967,3,2,00:00,UTC,1.1,58,0.6,1.7,-1.3
1967,3,3,00:00,UTC,-1,55,0.4,1.4,-1
1967,3,4,00:00,UTC,-1,55,-0.8,2.5,-4.8
1967,3,5,00:00,UTC,1.2,55,-1.1,1.7,-4.5
1967,3,6,00:00,UTC,3.3,52,2,2.2,1.2
1967,3,7,00:00,UTC,0.1,50,4,7.4,0.7
1967,3,8,00:00,UTC,0.2,50,1.4,4.5,-0.3
1967,3,9,00:00,UTC,0.1,48,1.4,1.7,0.6
1967,3,10,00:00,UTC,0.5,45,1.2,2.5,-0.1
1967,3,11,00:00,UTC,1.1,42,2.8,5.1,1.4
1967,3,12,00:00,UTC,8.1,40,2.1,3.3,0.7
1967,3,13,00:00,UTC,3,35,1.3,1.7,0.6
1967,3,14,00:00,UTC,1.7,34,0,2.5,-2.2
1967,3,15,00:00,UTC,2.6,36,-0.4,2.6,-3.9
1967,3,16,00:00,UTC,0.1,31,1.6,3.3,0
1967,3,17,00:00,UTC,-1,30,0.8,5.5,-2.4
1967,3,18,00:00,UTC,-1,29,0.1,1.9,-2.6
1967,3,19,00:00,UTC,3,29,0.5,2.2,-2.4
1967,3,20,00:00,UTC,2.6,29,0.9,1.9,0
1967,3,21,00:00,UTC,6.3,28,0.4,3.9,-1
1967,3,22,00:00,UTC,0,28,2.8,5,-0.3
1967,3,23,00:00,UTC,-1,24,0.6,4.7,-1.9
1967,3,24,00:00,UTC,-1,22,-1.5,1.1,-6.3
1967,3,25,00:00,UTC,1.2,20,-1.4,1.8,-5.6
1967,3,26,00:00,UTC,3.7,21,0.9,2.8,-0.9
1967,3,27,00:00,UTC,-1,20,3.1,5.6,1.9
1967,3,28,00:00,UTC,0,14,2.8,4.1,1.4
1967,3,29,00:00,UTC,4.8,10,2.3,3.8,0.7
1967,3,30,00:00,UTC,3.8,9,1.5,2.2,0.6
1967,3,31,00:00,UTC,0.1,8,1.7,2.1,0.7
1967,4,1,00:00,UTC,-1,6,1.9,3.6,0.5
1967,4,2,00:00,UTC,-1,5,0.5,4.1,-2.6
1967,4,3,00:00,UTC,-1,0,-0.1,5.2,-3.9
1967,4,4,00:00,UTC,0.1,0,2.1,3.4,-1.9
1967,4,5,00:00,UTC,0,0,2.3,5.5,0.1
1967,4,6,00:00,UTC,0.7,0,1.9,2.9,0.9
1967,4,7,00:00,UTC,0,0,4.1,6.5,1.4
1967,4,8,00:00,UTC,0.7,-1,3.4,6.1,1.8
1967,4,9,00:00,UTC,4.2,-1,3.3,5.1,2.1
1967,4,10,00:00,UTC,0.1,-1,3.7,6.1,2.3
1967,4,11,00:00,UTC,-1,-1,5.8,9,3.8
1967,4,12,00:00,UTC,-1,-1,5.3,9.6,0.1
1967,4,13,00:00,UTC,-1,-1,4.7,8.4,1.1
1967,4,14,00:00,UTC,-1,-1,5.4,9.1,1.1
1967,4,15,00:00,UTC,2.3,-1,5,8.9,1.6
1967,4,16,00:00,UTC,0,-1,5.4,9.5,3.4
1967,4,17,00:00,UTC,9,-1,5.1,10,2.9
1967,4,18,00:00,UTC,-1,1,1.7,5.2,-0.9
1967,4,19,00:00,UTC,0.2,-1,0.1,3.8,-2.9
1967,4,20,00:00,UTC,12.9,-1,0.9,3.1,-0.8
1967,4,21,00:00,UTC,2.5,0,3.2,5.2,0.6
1967,4,22,00:00,UTC,0.9,-1,3,4.7,1.8
1967,4,23,00:00,UTC,-1,-1,2.5,5.8,0.8
1967,4,24,00:00,UTC,-1,-1,4.7,9.4,-0.7
1967,4,25,00:00,UTC,-1,-1,5.9,10.5,0.9
1967,4,26,00:00,UTC,-1,-1,6,9.6,-0.7
1967,4,27,00:00,UTC,-1,-1,7.4,12.5,1.8
1967,4,28,00:00,UTC,3,-1,7.2,11,3.9
1967,4,29,00:00,UTC,0,-1,5.5,8.6,3.8
1967,4,30,00:00,UTC,0.2,-1,3.9,6.8,0.7
1967,5,1,00:00,UTC,4.2,-1,1.9,5.5,0.2
1967,5,2,00:00,UTC,5.6,-1,4,6.1,2
1967,5,3,00:00,UTC,-1,-1,4.9,9,2.5
1967,5,4,00:00,UTC,3.4,-1,5.3,7.7,3.4
1967,5,5,00:00,UTC,-1,-1,6.9,11.4,4.4
1967,5,6,00:00,UTC,-1,-1,5.5,10.5,1.5
1967,5,7,00:00,UTC,0.6,-1,4.9,6.3,4.1
1967,5,8,00:00,UTC,0,-1,7.2,10.2,4.7
1967,5,9,00:00,UTC,-1,-1,7.7,10,6.5
1967,5,10,00:00,UTC,0,-1,7.5,11.5,2.8
1967,5,11,00:00,UTC,0,-1,8.7,14.5,3
1967,5,12,00:00,UTC,-1,-1,10.1,13.7,5.7
1967,5,13,00:00,UTC,0.4,-1,12,18,6.7
1967,5,14,00:00,UTC,0.2,-1,10.2,14.8,7.5
1967,5,15,00:00,UTC,-1,-1,9.5,13.9,5.8
1967,5,16,00:00,UTC,0.7,-1,8,11.2,4.8
1967,5,17,00:00,UTC,-1,-1,7.7,12.7,4.9
1967,5,18,00:00,UTC,34,-1,9.3,12.2,6.3
1967,5,19,00:00,UTC,-1,-1,7.6,12.3,5.6
1967,5,20,00:00,UTC,0,-1,7.5,11.7,5
1967,5,21,00:00,UTC,-1,-1,9.1,12.3,5
1967,5,22,00:00,UTC,-1,-1,9.6,13.6,6.8
1967,5,23,00:00,UTC,0,-1,13.2,17.1,6.4
1967,5,24,00:00,UTC,0.6,-1,15,18.6,11.6
1967,5,25,00:00,UTC,0.8,-1,12,18.3,10
1967,5,26,00:00,UTC,1.2,-1,11.5,12.8,9.7
1967,5,27,00:00,UTC,-1,-1,12,13.9,10.7
1967,5,28,00:00,UTC,-1,-1,16.1,19.7,10.9
1967,5,29,00:00,UTC,-1,-1,14.2,18.7,8
1967,5,30,00:00,UTC,-1,-1,16.3,20.4,10
1967,5,31,00:00,UTC,-1,-1,17,20.8,11.2
1967,6,1,00:00,UTC,-1,-1,17.6,21.3,12.5
1967,6,2,00:00,UTC,-1,-1,14.2,19,11.2
1967,6,3,00:00,UTC,-1,-1,13.8,17.6,7.5
1967,6,4,00:00,UTC,2.2,-1,12,16.1,9.7
1967,6,5,00:00,UTC,2.4,-1,10.8,12.5,9.3
1967,6,6,00:00,UTC,0.6,-1,11.7,14.9,8.5
1967,6,7,00:00,UTC,1.5,-1,10.2,13.5,8.6
1967,6,8,00:00,UTC,0.8,-1,10.5,12.4,9.2
1967,6,9,00:00,UTC,-1,-1,11.2,15.1,7.7
1967,6,10,00:00,UTC,-1,-1,8.9,13.6,4.6
1967,6,11,00:00,UTC,2.4,-1,11.7,15.7,8
1967,6,12,00:00,UTC,0.1,-1,10.5,13.8,8.3
1967,6,13,00:00,UTC,0,-1,8.5,11.7,6.9
1967,6,14,00:00,UTC,-1,-1,12.1,15.4,8.5
1967,6,15,00:00,UTC,-1,-1,17.2,24,9.9
1967,6,16,00:00,UTC,-1,-1,16.5,21.2,13.2
1967,6,17,00:00,UTC,-1,-1,15.7,22,10.1
1967,6,18,00:00,UTC,-1,-1,17.5,22,11
1967,6,19,00:00,UTC,-1,-1,17.7,21.9,11.7
1967,6,20,00:00,UTC,-1,-1,17.8,22,11.6
1967,6,21,00:00,UTC,0.8,-1,18.2,20.9,16
1967,6,22,00:00,UTC,0.2,-1,14.7,18,13.8
1967,6,23,00:00,UTC,4.2,-1,12.8,16.9,9.5
1967,6,24,00:00,UTC,-1,-1,13.5,17.6,8.7
1967,6,25,00:00,UTC,-1,-1,14.3,18.8,8.9
1967,6,26,00:00,UTC,0.4,-1,15.4,18.5,11.3
1967,6,27,00:00,UTC,-1,-1,14.2,19,11.9
1967,6,28,00:00,UTC,2.4,-1,15.1,17.8,11.3
1967,6,29,00:00,UTC,0.3,-1,13.5,15.3,11.5
1967,6,30,00:00,UTC,-1,-1,13.2,15.4,12
1967,7,1,00:00,UTC,-1,-1,15.6,20.2,10.7
1967,7,2,00:00,UTC,-1,-1,16.1,21.7,10
1967,7,3,00:00,UTC,-1,-1,14.8,20,8.2
1967,7,4,00:00,UTC,13.5,-1,16.6,20,13.5
1967,7,5,00:00,UTC,-1,-1,14.8,18.2,11.4
1967,7,6,00:00,UTC,0.4,-1,15.4,19.2,10.3
1967,7,7,00:00,UTC,-1,-1,16.6,21.3,10.3
1967,7,8,00:00,UTC,0,-1,17.4,22.2,12.7
1967,7,9,00:00,UTC,0.1,-1,18.3,23,14.3
1967,7,10,00:00,UTC,0,-1,17,21.5,13.5
1967,7,11,00:00,UTC,-1,-1,15.2,19,14.2
1967,7,12,00:00,UTC,0.2,-1,15.4,18,13
1967,7,13,00:00,UTC,-1,-1,15.1,20.4,12.6
1967,7,14,00:00,UTC,-1,-1,14.9,18.7,10.4
1967,7,15,00:00,UTC,0.2,-1,16.2,20.2,11
1967,7,16,00:00,UTC,-1,-1,15,20.1,9.6
1967,7,17,00:00,UTC,-1,-1,16.6,21.2,11.5
1967,7,18,00:00,UTC,-1,-1,16.2,20.7,11.7
1967,7,19,00:00,UTC,-1,-1,17.7,23.1,11
1967,7,20,00:00,UTC,0.4,-1,18.9,24.7,14
1967,7,21,00:00,UTC,9,-1,16.5,19.8,15.5
1967,7,22,00:00,UTC,-1,-1,17.2,20.7,14.7
1967,7,23,00:00,UTC,-1,-1,17.1,21.4,13
1967,7,24,00:00,UTC,0.7,-1,17.7,21.5,13.5
1967,7,25,00:00,UTC,0,-1,18.5,23,12.6
1967,7,26,00:00,UTC,0.9,-1,17,19.1,15.5
1967,7,27,00:00,UTC,-1,-1,17.2,20.8,13.3
1967,7,28,00:00,UTC,-1,-1,18,19.4,16.6
1967,7,29,00:00,UTC,0,-1,19.7,22.8,16
1967,7,30,00:00,UTC,-1,-1,19.7,24.3,16.7
1967,7,31,00:00,UTC,-1,-1,20.2,23.3,17.7
1967,8,1,00:00,UTC,-1,-1,19.8,23.3,14.3
1967,8,2,00:00,UTC,-1,-1,20.3,24.4,16.8
1967,8,3,00:00,UTC,-1,-1,22,26.7,15.8
1967,8,4,00:00,UTC,-1,-1,22.8,27,19.9
1967,8,5,00:00,UTC,3.7,-1,19.7,22.8,16
1967,8,6,00:00,UTC,13.4,-1,17.5,20.3,13.6
1967,8,7,00:00,UTC,3.2,-1,11.8,14.4,11.4
1967,8,8,00:00,UTC,0.1,-1,13.4,17.7,10.8
1967,8,9,00:00,UTC,0,-1,14.7,18.8,12.8
1967,8,10,00:00,UTC,0,-1,14.3,16.3,12.2
1967,8,11,00:00,UTC,-1,-1,16.2,20.7,11.3
1967,8,12,00:00,UTC,1.7,-1,18.3,19.8,16.3
1967,8,13,00:00,UTC,0.1,-1,17.2,20.8,15.6
1967,8,14,00:00,UTC,9,-1,17.5,21.9,14.5
1967,8,15,00:00,UTC,1.8,-1,16.4,18.7,15.6
1967,8,16,00:00,UTC,0,-1,16.7,20.5,12.3
1967,8,17,00:00,UTC,0.8,-1,17.8,21.5,15.7
1967,8,18,00:00,UTC,0,-1,16.8,19.6,14.7
1967,8,19,00:00,UTC,2.7,-1,15.4,18.8,14.7
1967,8,20,00:00,UTC,3.2,-1,14.9,16,14.5
1967,8,21,00:00,UTC,0.1,-1,14.3,16.5,13
1967,8,22,00:00,UTC,0,-1,14.5,18.4,12.3
1967,8,23,00:00,UTC,10.9,-1,15.2,20.4,10.7
1967,8,24,00:00,UTC,53.3,-1,15.8,18.9,13.8
1967,8,25,00:00,UTC,9.7,-1,14.5,18.5,11.7
1967,8,26,00:00,UTC,9.5,-1,15,20.3,10
1967,8,27,00:00,UTC,8.1,-1,14.5,16.5,12.5
1967,8,28,00:00,UTC,4.3,-1,15,19.8,11.4
1967,8,29,00:00,UTC,0.1,-1,14,17.8,10.2
1967,8,30,00:00,UTC,2.6,-1,14.4,19.5,10.2
1967,8,31,00:00,UTC,0.3,-1,15.3,19.2,12.6
1967,9,1,00:00,UTC,1.5,-1,15.4,17.8,13.9
1967,9,2,00:00,UTC,14.9,-1,15,16.8,11.7
1967,9,3,00:00,UTC,0.2,-1,14.9,17.5,13
1967,9,4,00:00,UTC,0,-1,16.7,19,14.3
1967,9,5,00:00,UTC,-1,-1,18.2,21,16.2
1967,9,6,00:00,UTC,0.6,-1,18.8,22.5,14
1967,9,7,00:00,UTC,16.9,-1,18.3,21.3,15.7
